business_name,address,mall_center,city,state,zip,mall
AMUSEMENT & VENDING SERVICE,163  DRENNAN RD.,,ORLANDO,FL,32806-,False
HAHN GAMES,70  BONNIE LOCH CT.,,ORLANDO,FL,32806-2908,False
HIGGIN'S ENTERPRISES,2520  KEYSTONE DR.,,ORLANDO,FL,32806-4616,False
TRI-COUNTY VENDING,4657  GATLIN OAKS LN.,,ORLANDO,FL,32806-7249,False
GAME CENTER,2063  AMERICANA BL.,,ORLANDO,FL,32809-,True
FUN-N-GAMES,8001  ORANGE BLOSSOM TRAIL S.,,ORLANDO,FL,32809-,False
LITTLE WHEELS GO KART TRACK,1027  LANCASTER RD. W.,,ORLANDO,FL,32809-5838,False
ELECTRO-PLAY SERVICES,5340  HILLOCK CT.,,ORLANDO,FL,32810-1708,False
SWEETIE'S VIDEO,878  IVEY LN. S.,,ORLANDO,FL,32811-,False
TIME ESCAPE,2784  HIAWASSEE RD. N.,,ORLANDO,FL,32818-,False
SHOWBIZ PIZZA PLACE,7419  INTERNATIONAL DR.,,ORLANDO,FL,32819-,True
FUN-N-WHEELS,6739  SAND LAKE RD.,MINI-GOLF AMERICA,ORLANDO,FL,32819-,False
FUN TOWN U S A,5827  CARAVAN CT.,,ORLANDO,FL,32819-7901,False
MYSTERY FUN HOUSE GAME ROOM,5750  MAJOR BL.,,ORLANDO,FL,32819-7998,False
MALIBU CASTLE,5863  AMERICAN WY.,,ORLANDO,FL,32819-8201,False
ALL BRANDS VENDING,,REGENCY INDUSTRIAL PARK,ORLANDO,FL,32821-,True
FUN MACHINE,"3123  COLONIAL DR. W., P O BOX 6176",M W RECREATION,ORLANDO,FL,32853-6176,False
A B C LIQUORS - MAIN OFFICE,P O BOX 13688,,ORLANDO,FL,32859-3688,False
RAINBOW ARCADE,1905  BABCOCK ST. S.,,MELBOURNE,FL,32901,True
FUN-N-GAMES,1700  NEW HAVEN AVE. W.,MELBOURNE SQUARE MALL # 299,MELBOURNE,FL,32901-3910,True
SUN-FUN LEASING,1370  HWY. A1A N.,,SATELLITE BEACH,FL,32903-2710,False
GAMES UNLIMITED,2650  ROWENA DR. NE,,PALM BAY,FL,32905,False
BEACH AMUSEMENT,7000  ATLANTIC AVE. N.,,CAPE CANAVERAL,FL,32920-,False
CLEARLAKE POCKET BILLIARDS,1496  CLEARLAKE RD. N.,,COCOA,FL,32922-,False
WINNER VENDING,1335  KING ST. W.,,COCOA,FL,32922-8621,False
ALLEN'S AMUSEMENT,"170  PLUMOSA ST. N, P O BOX 700",,COCOA,FL,32923-0700,False
GREAT SOUTHERN PINBALL EMPIRE,2750  FRIDAY LN.,,COCOA,FL,32926-3616,False
CLEARLAKE AMUSEMENT,681  INDUSTRY RD. S.,,COCOA,FL,32926-5824,False
AURORA ROAD BILLIARDS,1935  AURORA RD.,,MELBOURNE,FL,32935-4133,False
GOLD MINE,777  MERRITT ISLAND CAUSEWAY E.,MERRITT SQUARE MALL # 280,MERRITT ISLAND,FL,32952-3501,True
FOUR JAY'S OF MERRITT ISLAND,402  RICHARD RD.,,ROCKLEDGE,FL,32955-,False
VIDEO FUN,822  22nd PL.,,VERO BEACH,FL,32960,False
JOHN F TARDY,1033  21st ST.,,VERO BEACH,FL,32960-5317,False
ROBERTS OF FLORIDA,446  21st ST.,,VERO BEACH,FL,32960-5454,False
ALADDIN'S CASTLE,1255  HWY. 1 S.,VERO MALL,VERO BEACH,FL,32960-5729,True
OWEN MUSIC & GAMES,"1529  20th ST., P O BOX 192",,VERO BEACH,FL,32961-0192,False
EDCORD AMUSEMENT,901  10th AVE. E.,,HIALEAH,FL,33010,False
TOKYO AMUSEMENT,901  10th AVE. E.,,HIALEAH,FL,33010-,False
COLON AMUSEMENTS,922  9th TERR. SE,,HIALEAH,FL,33010-,False
M G AMUSEMENT,2400  PALM AVE.,,HIALEAH,FL,33010-,False
MANUEL SUAREZ,575  12th ST. E.,,HIALEAH,FL,33010-3651,False
ALL AMERICAN VENDING & GAME,1799  39th PL. W.,,HIALEAH,FL,33012-,False
FUN-O-RAMA,1675  49th ST. W.,WESTLAND MALL,HIALEAH,FL,33012-2935,True
VIDEO PALACE,5952  16th AVE. W.,,HIALEAH,FL,33012-6814,False
STATE AMUSEMENT,,EAGLE DISTRIBUTORS^,HIALEAH,FL,33014-,False
BEACH ARCADE,301  JOHNSON ST.,,HOLLYWOOD,FL,33019-,True
A & G DISTRIBUTORS,1321  30th AVE. S.,,HOLLYWOOD,FL,33020,False
V G I VENDING,2848  STIRLING RD.,,HOLLYWOOD,FL,33020-,False
GAMES PEOPLE PLAY,2700  34th AVE. N.,,HOLLYWOOD,FL,33021,False
WESTSIDE POOL ROOM,4008  PEMBROKE RD.,,HOLLYWOOD,FL,33021-,False
ALADDIN'S CASTLE,101  STATE RD. 7 S.,HOLLYWOOD FASHION CENTER # 101,HOLLYWOOD,FL,33023-6736,True
GRAND PRIX RACE-O-RAMA,1600  1st ST. NW,,DANIA,FL,33024-,False
NICKELODEON,130  UNIVERSITY DR. N. # D,UNIVERSITY MALL,PEMBROKE PINES,FL,33024-6714,True
FLIPPERS,779  8th ST. NE,,HOMESTEAD,FL,33030-,False
S & S VENDING,115  LUCY ST. E.,,FLORIDA CITY,FL,33034,False
LITTLE ARCADE,1514  BERTHA ST.,,KEY WEST,FL,33040-,True
FLORIDA KEYS AMUSEMENT,600  MALONEY AVE.,,STOCK ISLAND,FL,33040-,False
MAGIC CARPET GOLF,3029  ROOSEVELT BL. N.,,KEY WEST,FL,33040-4015,False
CHARLIE'S PLACE,908  KENNEDY DR. # B,,KEY WEST,FL,33040-4017,True
ATARI ADVENTURE,208  DUVAL ST.,,KEY WEST,FL,33040-6508,False
STICK & STEIN,P O BOX 2552,KEY PLAZA SHOPPING CENTER # 1126,KEY WEST,FL,33045-2552,True
KEYS VENDING,"1400  107th ST., P O BOX 1396",,MARATHON,FL,33050-1396,False
ACE VENDING,2075  141st ST. NW,,OPA-LOCKA,FL,33054-,False
CAROL CITY VIDEO ARCADE,,18200  27th AVE. NW,CAROL CITY,FL,33056-,True
AREA VENDING & AMUSEMENT,1200  DIXIE HWY. S. # 35,,POMPANO BEACH,FL,33060-8519,False
WHIRLY BALL,1301  COPANS RD. W.,,POMPANO BEACH,FL,33064-,False
HAPPY DAYS AMUSEMENT,4061  113th AVE. NW,,CORAL SPRINGS,FL,33065-,False
GAME ROOM,3233  UNIVERSITY DR. N.,CORAL SPRINGS MALL,CORAL SPRINGS,FL,33065-4116,True
FUN-N-GAMES,9461  ATLANTIC BL. W.,CORAL SQUARE MALL,CORAL SPRINGS,FL,33065-6945,True
PARAMOUNT,1411  31st AVE. SW,,POMPANO BEACH,FL,33069,False
MALIBU CASTLE,7775  8th ST. NW,,MIAMI,FL,33126-2801,False
LEVI'S RESTAURANT & GAME ROOM,219  20th ST. NW,,MIAMI,FL,33127-4804,False
D & G ENTERPRISES,25  2nd AVE. SE,INGRAHAM BLDG. # 1230,MIAMI,FL,33131-1506,False
GLORIA'S AMUSEMENT CENTER,51  14th ST. NE,,MIAMI,FL,33132,True
FUN-N-GAMES,1601  BISCAYNE BL.,OMNI,MIAMI,FL,33132-,False
WEISMAN ENTERPRISE,3530  BISCAYNE BL. NE,NATIONAL VENDING,MIAMI,FL,33137-3803,False
G & R BILLIARDS,387  69th ST. NE,,MIAMI,FL,33138-,False
COASTAL VENDING,2367  20th ST. NW,,MIAMI,FL,33142-7243,False
DIAMOND VENDING,7460  58th ST. SW,,MIAMI,FL,33143-1733,False
PIRATE'S FAMILY ENTERTAINMENT CENTER,7090  CORAL WY.,,MIAMI,FL,33155-,True
A M C JUKEBOX VIDEO & PIN GAME,7105  47th ST. SW,,MIAMI,FL,33155-,False
JEREMA AMUSEMENT & VENDING,2931  72nd AVE. SW,,MIAMI,FL,33155-,False
TI-VI,2835  80th AVE. SW,,MIAMI,FL,33155-,False
FLIPPERS,8650  132nd ST. SW,,MIAMI,FL,33156-,False
SPIDER GAMES,,10600  185th TER. SW,MIAMI,FL,33157,False
BISCAYNE AMUSEMENT,,12005  7th AVE. NE,BISCAYNE PARK,FL,33161-6349,False
AL-JAC ENTERPRISES,7450  74th AVE. NW,,MEDLEY,FL,33166-,False
COIN-IT,4380  72nd AVE. NW,,MIAMI,FL,33166-5602,False
BURRELL LEASING,3515  107th ST. NW,,MIAMI,FL,33167-,False
SPACE ODYSSEY,1890  121st ST. NW,,MIAMI,FL,33167-2719,False
CLOVERLEAF LANES,,17601  2nd AVE. NW,NORTH MIAMI BEACH,FL,33169-5001,False
ACE-SAXON MAR-TAB VENDING,1521  165th ST. NW,,MIAMI,FL,33169-5673,False
C & L AMUSEMENT MACHINES,,17170  2nd CT. NW,MIAMI,FL,33169-5902,False
CLOVERLEAF MINIATURE GOLF,150  167th ST. NW,,NORTH MIAMI BEACH,FL,33169-6020,False
FUN-N-GAMES,1455  107th AVE. NW,MIAMI INTERNATIONAL MALL,MIAMI,FL,33172-2709,True
D D BEAN AMUSEMENT,,12400  152nd ST. SW,MIAMI,FL,33177,False
AMUSEMENT EQUIPMENT,,12400  152nd ST. SW,MIAMI,FL,33177-1402,False
SELF-SERVICE AMUSEMENT,484  191st ST. NE,,MIAMI,FL,33179,False
GOINS AMUSEMENT & VENDING REPAIR,,18915  5th AVE. NE,MIAMI,FL,33179,False
ALL FLORIDA VENDING & AMUSEMENT SERVICE,,20428  16th PL. NE,MIAMI,FL,33179-2704,False
ALL CAN VENDORS,,19591  10th AVE. NE # H,MIAMI,FL,33179-3501,False
FUN-N-GAMES,,AVENTURA MALL,NORTH MIAMI BEACH,FL,33180-2348,True
TIC TAC TOE,,13255  17th AVE. NE,NORTH MIAMI,FL,33181-,False
FLIPPERS,8364  MILLS DR.,,MIAMI,FL,33183-,False
MUSIC SHOP OF KENDALL,,13905  KENDALL DR. N.,MIAMI,FL,33186-1201,False
RINKY TINK AMUSEMENT,,14086  142nd AVE. SW,MIAMI,FL,33186-5619,False
FUN-N-GAMES,,CUTLER RIDGE MALL # 605,MIAMI,FL,33189-1215,True
FUN-N-GAMES,,CUTLER RIDGE MALL # 1603,MIAMI,FL,33189-1226,True
J C VENDING,1441  13th AVE. NE,,FORT LAUDERDALE,FL,33304-1336,False
DOLPHIN MANAGEMENT SERVICES,"1811  29th ST. NW, P O BOX 5471",,FORT LAUDERDALE,FL,33310-5471,False
INDOOR SPORTS,1650  OAKLAND PARK BL. W.,,OAKLAND PARK,FL,33311-,False
TIME MACHINE,1001  OAKLAND PARK BL. W.,OAKLAND MALL,FORT LAUDERDALE,FL,33311-1689,True
GENERAL VENDING SERVICE,4131  47th AVE. SW,,FORT LAUDERDALE,FL,33314,False
ACE-SAXON,3100  ANDREWS AVE. S.,,FORT LAUDERDALE,FL,33316-,False
VIDEO GAMES INTERNATIONAL,809  9th ST. SE,,FORT LAUDERDALE,FL,33316-1211,False
J J FOOTLEY,7760  COMMERCIAL BL. W.,BIG FOOT'S VIDEO ARCADE,LAUDERHILL,FL,33321-5004,True
RAINBOW AMUSEMENTS,,12381  29th MANOR NW,SUNRISE,FL,33323-,False
McSUGARS ICE CREAM & GAME PARLOR,9150  HWY. 84 W.,RIDGE PLAZA,DAVIE,FL,33324,True
PLANTATION CONCESSIONS,,11271  REXMERE BL.,FORT LAUDERDALE,FL,33325-4013,False
STARCADE,5933  UNIVERSITY DR. S.,,DAVIE,FL,33328,True
PARKER AMUSEMENT,4340  11th AVE. NE,,OAKLAND PARK,FL,33334,True
ENTERTAINMENT DEVICES,1069  PROSPECT RD. E.,,OAKLAND PARK,FL,33334-3821,False
V & H VENDING,4706  12th AVE. NE,,FORT LAUDERDALE,FL,33334-4802,False
R & H GAME RM,1401  SAPODILLA AVE.,,WEST PALM BEACH,FL,33401-,False
ALL BRANDS VENDING,914  FERN ST.,,WEST PALM BEACH,FL,33401-,False
FUN-N-GAMES,1801  PALM BEACH LAKES BL.,PALM BEACH MALL,WEST PALM BEACH,FL,33401-2009,True
VIDEO VENTURE,P O BOX 1465,,WEST PALM BEACH,FL,33402-1465,False
COASTAL VENDING,1338  KILLIAN DR. S.,,LAKE PARK,FL,33403-,False
SUN COAST AMUSEMENTS,8050  MONTETARY DR.,,RIVIERA BEACH,FL,33404-1736,False
W J RECREATION,648  8th ST. W.,,RIVIERA BEACH,FL,33404-7440,False
ARCADE ACTION,4361  OKEECHOBEE BL. # A-2,,WEST PALM BEACH,FL,33409,True
S & S MUSIC & GAMES,1746  LATHAM RD.,,WEST PALM BEACH,FL,33409-,False
CHALLENGER ARCADE,4356  OKEECHOBEE BL.,CROSS COUNTRY MALL # G-200,WEST PALM BEACH,FL,33409-3106,True
FEDERAL VENDING SERVICE,"6299  FEDERAL HWY. N., P O BOX 1166",,BOCA RATON,FL,33429,False
GLADES MUSIC,"2519  HWY. 441 N., P O BOX 877",,BELLE GLADE,FL,33430-,False
GOLFLAND,3847  HWY. 1 N.,,FORT PIERCE,FL,33450-,False
DIAMOND JIM'S,4300  OKEECHOBEE RD.,ORANGE BLOSSOM MALL,FORT PIERCE,FL,33450-,True
PERRY'S MUSIC,2303  ORANGE AVE.,,FORT PIERCE,FL,33450-3786,False
ATLANTIC VENDING,414  ATLANTIC AVE.,,FORT PIERCE,FL,33450-4235,False
PITCH & PUTT,,10650  FEDERAL HWY. S.,PORT ST. LUCIE,FL,33452,False
C & C AMUSEMENTS,9012  DUNCAN ST. SE,,HOBE SOUND,FL,33455-,False
FUN-N-GAMES,3174  FEDERAL HWY. NW,TREASURE COAST SQUARE MALL,JENSEN BEACH,FL,33457,True
DRINK & SINK,1518  LANTANA RD. W.,,LANTANA,FL,33462-1538,False
JUPITER GAMES,1620  CYPRESS DR.,,JUPITER,FL,33469-,False
DON'S GAME ROOM,705  PARK ST. SW,,OKEECHOBEE,FL,33472-4170,False
LAKESIDE MUSIC,200  9th ST. SW,,OKEECHOBEE,FL,33472-5132,False
TOMMY HOUSCH MUSIC,407  LAKE AVE. S.,,PAHOKEE,FL,33476-1902,False
AMUSEMENT SPECIALISTS,4125  MARTIN HWY. SW,,PALM CITY,FL,33490,False
BARREL OF FUN,3036  FEDERAL HWY. S.,,STUART,FL,33497-4908,False
BRADENTON VENDING SERVICE,3007  11th ST. W.,,BRADENTON,FL,33505-,False
GOLDTONE MUSIC & VENDING,2615  9th ST. W.,,BRADENTON,FL,33505-6952,False
FUN-N-GAMES,303  HWY. 301 BL. W.,DESOTO SQUARE MALL,BRADENTON,FL,33505-7913,True
H & M VENDING,2915  46th AVE. W.,,BRADENTON,FL,33507,False
PIRATE'S COVE,5410  14th ST. W.,,BRADENTON,FL,33507-5506,False
PIZZA TIME THEATRE,,K-MART PLAZA,BRANDON,FL,33511-,True
MOTION VIDEOS,10  SUMMIT DR.,,BROOKSVILLE,FL,33512,False
GAMELAND,3400  CULBREATH RD.,,BROOKSVILLE,FL,33512-,False
JO-GO FUN CENTER,630  GULFVIEW BL. S.,,CLEARWATER BEACH,FL,33515-1108,True
NATE HANSON MUSIC & GAMES,1200  MISSOURI AVE. S.,SUNSHINE MALL # 9,CLEARWATER,FL,33516-,True
EULER ENTERPRISES,9910  ALAVISTA DR.,,GIBSONTON,FL,33534-,False
A-1 VENDING SERVICE,,12890  STARKEY RD. # 7,LARGO,FL,33543-4324,False
MR. FUN'S GAME ROOM,,15525  HWY. 19 S.,CLEARWATER,FL,33546-,False
SPACE ENCOUNTERS,41  MINNEOLA DR.,,NEW PORT RICHEY,FL,33553-,False
FUN CITY,3216  HWY. 41 N.,,PALMETTO,FL,33561-,False
DAVE'S PLACE,2401  2nd AVE. E.,,PALMETTO,FL,33561-,True
FUN-N-GAMES,7200  HWY. 19 N.,PINELLAS SQUARE MALL # 880,PINELLAS PARK,FL,33565-7545,True
WANDARAMA ARCADE,1103  COLLINS S.,,PLANT CITY,FL,33566-,True
ALLIGATOR AL'S FAMILY FUN CENTER,8241  HWY. 19,,PORT RICHEY,FL,33568,True
FUNSPOT,,10933  HWY. 19,PORT RICHEY,FL,33568-2503,False
FUN-N-GAMES,9409  HWY. 19 N.,GULF VIEW SQUARE MALL,PORT RICHEY,FL,33568-4101,True
ALADDIN'S CASTLE,2601  HWY. 19 N.,COUNTRYSIDE MALL # 707,CLEARWATER,FL,33575-2010,True
CLEARWATER MUSIC,2056  RANGE RD.,,CLEARWATER,FL,33575-5038,False
GULF COAST MUSIC,2056  RANGE RD.,,CLEARWATER,FL,33575-5038,False
SEYMOUR MUSIC,959  LIME AVE. N.,,SARASOTA,FL,33577-3510,False
ACTION MUSIC & GAMES,P O BOX 3436,,SARASOTA,FL,33578-3436,False
301 GO-CART RACEWAY & GAME ROOM,4050  WASHINGTON BL. N.,,SARASOTA,FL,33580-4844,False
DREAM MACHINE,2667  MALL DR.,,SARASOTA,FL,33581,False
WHITESTONE AMUSEMENT,9011  MIDNIGHT PASS RD.,,SARASOTA,FL,33581-2917,False
HOLIDAY REMOTE CONTROL SPEEDWAY,1734  PLAZA DR. E.,,TARPON SPRINGS,FL,33590-,False
B Y VENDING,605  CYPRESS AVE.,,VENICE,FL,33595-,False
BANES,601  CYPRESS AVE.,,VENICE,FL,33595-2431,False
IDEAL MUSIC,1808  FRANKLIN ST. N.,,TAMPA,FL,33602-2234,False
SUNCOAST AMUSEMENT MACHINE,2412  5th AVE. E.,,TAMPA,FL,33605-,False
BAY VENDING,4920  DISTRIBUTION DR.,,TAMPA,FL,33605-,False
SUNSTATE MUSIC,1509  9th AVE. E.,,TAMPA,FL,33605-3711,False
RAINBOW MUSIC,2209  7th AVE. E.,,YBOR CITY,FL,33605-4001,False
DON'S BILLIARD SALES,1907  HOWARD AVE. N.,,TAMPA,FL,33607-3433,False
DREAM MACHINE,3302  BUFFALO AVE W.,TAMPA BAY CENTER # 2065,TAMPA,FL,33607-6214,True
DREAM MACHINE,,WESTSHORE PLAZA MALL,TAMPA,FL,33609,True
SUNSET COIN,5302  COMMERCE PARK BL.,,TAMPA,FL,33610-,False
JACKSON AMUSEMENT CENTER,4713  40th ST. N.,,TAMPA,FL,33610-,True
PRIDE OF JOY MUSIC,5812  40th ST. N.,,TAMPA,FL,33610-3858,False
FUN-N-GAMES,5701  HILLSBOROUGH AVE. E.,EAST LAKE SQUARE,TAMPA,FL,33610-5413,True
MALIBU GRAND PRIX,,14300  NEBRASKA AVE. N.,TAMPA,FL,33612-2112,False
HOT SUB & GAMES,1502  FLETCHER AVE. E.,,TAMPA,FL,33612-2804,False
FUN-N-GAMES,2200  FOWLER AVE. E.,UNIVERSITY SQUARE MALL,TAMPA,FL,33612-5518,True
B & D GAME CENTER,9350  FLORIDA AVE. N.,FLORILAND MALL,TAMPA,FL,33612-7908,True
PUTT-PUTT GOLF & GAMES,2400  BUSCH BL. E.,,TAMPA,FL,33612-8410,False
PLAYMORE AMUSEMENTS,5821  CORPORATE COURT A,,TAMPA,FL,33614-5164,False
SOUTHERN AMUSEMENT,1100  50th ST. N.,,TAMPA,FL,33619,False
ELI WITT,3829  COCONUT PALM DR.,,TAMPA,FL,33619-,False
ADAM AMUSEMENT,2710  62nd ST. N.,,TAMPA,FL,33619-1631,False
NORTON,4910  LINEBAUGH AVE. W.,,TAMPA,FL,33624,False
A AMERICAN VENDING,5039  WATERSIDE DR.,,PORT RICHEY,FL,33668,False
ALL BRANDS VENDING,"5426  BEAUMONT CENTER BL., P O BOX 260879",,TAMPA,FL,33685-,False
WEST COAST BILLIARDS,6801  4th ST. N.,,ST. PETERSBURG,FL,33702-,False
ST. PETERSBURG BEACH AMUSEMENT,7525  BLIND PASS RD.,,ST. PETERSBURG BEACH,FL,33706-1809,False
GEORGE'S VENDING,423  49th ST. S.,,ST. PETERSBURG,FL,33707-1929,False
FUN CENTER,101  150th AVE.,,MADEIRA BEACH,FL,33708-2005,True
COSMIC VIDEO VENDING,1851  60th WY. N.,,ST. PETERSBURG,FL,33710-4920,False
TREASURE ISLAND FUN CENTER,"103  104th AVE., P O BOX 9475",,TREASURE ISLAND,FL,33740-9475,True
WILLIAM'S AMUSEMENTS,701  FLORIDA AVE. N.,,LAKELAND,FL,33801-,False
LAND OF OZ,1044  MEMORIAL BL. E.,LAKELAND MALL,LAKELAND,FL,33801-2083,True
FAMILY FUN CENTER,3895  FLORIDA AVE. S.,,LAKELAND,FL,33803-5148,True
MURRELL AMUSEMENT,"211  McDONALD E., P O BOX 2068",,LAKELAND,FL,33806-2068,False
AVON PARK FAMILY BILLIARDS,21  LAKE AVE. S.,,AVON PARK,FL,33825-,True
THIRD BASE,901  PALM AVE.,,AVON PARK,FL,33825-,False
TAMMY'S VIDEO,103  MAIN ST. W.,,BOWLING GREEN,FL,33834-,False
BENNY'S MUSIC,"1520  8th AVE., P O BOX 1438",,SEBRING,FL,33871-1438,False
POTTER'S VIDEO,130  MAIN ST. W.,RD 2 BX 409,WAUCHULA,FL,33873,False
FAMILY BILLIARDS,20  4th ST. SW,,WINTER HAVEN,FL,33880-4616,False
BARREL OF FUN,,WINTER HAVEN MALL # 120,WINTER HAVEN,FL,33880-5177,True
LAWSON MUSIC,2099  42nd ST. NW,,WINTER HAVEN,FL,33881-1947,False
MUSIC & GAMES,1035  34th ST. NW,,WINTER HAVEN,FL,33881-2258,False
DOWLING MUSIC SERVICE,"3446  AVENUE ""G"" NW, P O BOX 12",,WINTER HAVEN,FL,33882-0012,False
MID-STATE MUSIC SERVICE,"3446  AVENUE ""G"" NW, P O BOX 2344",,WINTER HAVEN,FL,33883-2344,False
JODY'S VIDEO GALLERY,P O BOX 699,STATE RD. 62 E.,ZOLFO SPRINGS,FL,33890-,False
GULFSIDE VENDING,3800  FOWLER ST. # 9,,FORT MYERS,FL,33901-,False
ALL BRANDS VENDING,3140  KUTAH LN. # A,,FORT MYERS,FL,33901-,False
ROGERS MUSIC,2270  PRINCE ST.,,FORT MYERS,FL,33901-4347,False
GOLD MINE,4125  CLEVELAND AVE. S.,EDISON MALL,FORT MYERS,FL,33901-9021,True
TOWN & COUNTRY VENDING SERVICE,212  3rd ST.,,FORT MYERS,FL,33907-1503,False
WHEELER'S GAME ROOM,,3rd ST. S.,IMMOKALEE,FL,33934-,False
DAVIS BROS. MUSIC,P O BOX 906,HWY. 80 W.,LA BELLE,FL,33935-0906,False
GOLD MINE,1848  TAMIAMI TRAIL N.,COASTLAND MALL,NAPLES,FL,33940-4801,True
NAPLES GOLF CENTER,7700  DAVIS BL.,,NAPLES,FL,33942,True
AMERICOAST VENDING,P O BOX 141,,PUNTA GORDA,FL,33951,False
BIG M GAMES,4630  GULFSTREAM DR.,,NAPLES,FL,33962-6824,False
SUPER STAR GAME ROOM,823  VANDERBILT BEACH RD.,,NAPLES,FL,33963,False
A-1 AMUSEMENT,4501  29th AVE. SW,,NAPLES,FL,33999-,False
COLLIER COUNTY GAMES,1525  ISLE OF CAPRI RD. (CR 951),,NAPLES,FL,33999-5243,False
TRI-AREA AMUSEMENT,,12485  44th ST. N.,CLEARWATER,FL,34622,False
GOLD COAST ENTERTAINMENT,5806  SYCAMORE DR.,,NEW PORT RICHEY,FL,34654,False
NEW SITE GAME ROOM,,HWY. 22 E.,NEW SITE,AL,35010,False
SPECIAL SERVICE VENDING,1447  WASHINGTON ST.,,ALEXANDER CITY,AL,35010-1645,False
ALABAMA AMUSEMENT,511  19th ST.N.,,BESSEMER,AL,35020-,False
FRANK'S AMUSEMENT,306  12th ST. NE,,CULLMAN,AL,35055-1818,False
WILSON VENDING MACHINES,,RD 4 BX 933,PELL CITY,AL,35125-,False
ABBOTT VENDING,11  20th ST. S.,,PELL CITY,AL,35125-,False
VINES VENDING,811  13th LN.,,PLEASANT GROVE,AL,35127-1422,False
HAPPY DAYS,,,RAGLAND,AL,35131-,False
HOLE-IN-ONE,,OLD BIRMINGHAM HWY.,SYLACAUGA,AL,35150-,False
JAKE'S VENDING SERVICE,443  MARION AVE.,,SYLACAUGA,AL,35150-2713,False
AMERICAN ENTERPRISE,1002  21st AVE. W.,,BIRMINGHAM,AL,35204-1320,False
BIRMINGHAM VENDING,540  2nd AVE. N.,,BIRMINGHAM,AL,35204-4796,False
FLIP'S GAME ROOM,702  VALLEY AVE.,,BIRMINGHAM,AL,35209-3306,False
ALADDIN'S CASTLE,,BROOKWOOD VILLAGE MALL # 611-A,BIRMINGHAM,AL,35209-4503,True
ALADDIN'S CASTLE,,CENTURY PLAZA # 141,BIRMINGHAM,AL,35210-,True
CLOSE ENCOUNTERS OF THE 4th KIND,5700  1st AVE. N.,,BIRMINGHAM,AL,35212-1604,False
SHOWBIZ PIZZA PLACE,9325  PARKWAY E.,,BIRMINGHAM,AL,35215-8303,True
SHOWBIZ PIZZA PLACE,500  OLD TOWN RD.,,VESTAVIA,AL,35216-,True
PUTT-PUTT GOLF,1638  MONTGOMERY HWY.,,HOOVER,AL,35216-4902,False
ARROWOOD'S JACKPOT GAME ROOM,1714  PINSON ST.,,TARRANT CITY,AL,35217-2412,True
AVONDALE GAME ROOM,4108  AIRPORT HWY.,,BIRMINGHAM,AL,35222-1424,False
PUTT-PUTT GOLF,3300  3rd. AVE. S.,,BIRMINGHAM,AL,35222-1710,False
SUNSHINE ENTERPRISES,219  PINEWOOD AVE.,,BIRMINGHAM,AL,35228-,False
GAMES,426  27th ST. S.,,BIRMINGHAM,AL,35233-,False
SMAKYS FUN & SANDWICH,2223  7th AVE. S.,,BIRMINGHAM,AL,35233-,False
MAGIC CITY AMUSEMENT,2728  4th AVE. S.,,BIRMINGHAM,AL,35233-2797,False
MARVIN HOOK'S VENDING,2001  12th AVE. N.,,BIRMINGHAM,AL,35234-2717,False
DIAMOND JIM'S,,RIVERCHASE GALLERIA,HOOVER,AL,35244-,True
TUSCALOOSA VENDING,1207  17th ST.,,TUSCALOOSA,AL,35401-4796,False
DIXIE NOVELTY,"906  31st AVE., P O BOX 2602",,TUSCALOOSA,AL,35403-2602,False
ALABAMA VENDING,2705  UNIVERSITY BL. E.,,TUSCALOOSA,AL,35404,False
BARREL OF FUN,1701  McFARLAND BL. E.,UNIVERSITY MALL,TUSCALOOSA,AL,35405-,True
ALADDIN'S CASTLE,900  SKYLAND BL. E.,McFARLAND MALL,TUSCALOOSA,AL,35405-,True
PORTER'S GROCERY,,HWY. 14,EUTAW,AL,35462-,False
WALKER VENDING,,HWY. 78 W.,JASPER,AL,35501,True
TAKE FIVE,300  HWY. 78 E.,JASPER MALL,JASPER,AL,35501-,True
NICKELODEON,,,HAMILTON,AL,35570-,False
BLUE DEVIL DEN,,FRONT ST.,SULLIGENT,AL,35586,False
THOMPSON AMUSEMENT,P O BOX 673,,VERNON,AL,35592-,False
ALADDIN'S CASTLE,1801  BELTLINE RD. SW,BELTLINE MALL,DECATUR,AL,35601-5550,True
WAYNE'S AMUSEMENT,P O BOX 525,HWY. 31 S.,ATHENS,AL,35611-,False
FUNLAND PARK,303  COFFEE RD.,,FLORENCE,AL,35630-,True
ALADDIN'S CASTLE,301  COX CREEK PKWY.,REGENCY SQUARE MALL,FLORENCE,AL,35630-1538,True
KNIGHT & HURST VENDING,901  MAIN ST. N.,,TUSCUMBIA,AL,35674-1118,False
VIDEO GAMES,3313  MEMORIAL PKWY. SW,,HUNTSVILLE,AL,35801-5315,False
HUNTSVILLE VENDING,2602  HALL AVE. NW,,HUNTSVILLE,AL,35805-,False
GAMELAND,4210  OAKWOOD AVE. NW,,HUNTSVILLE,AL,35810-,False
PRIDE ENTERPRISES,"200  WEST SIDE SQ.(CENTRAL BANK BLDG), P O BOX 4498",,HUNTSVILLE,AL,35815-4498,False
PUTT-PUTT GOLF & GAMES,209  MANOR ST.,,GADSDEN,AL,35901-,False
ALADDIN'S CASTLE,1001  RAINBOW DR.,GADSDEN MALL,GADSDEN,AL,35901-5350,True
